Source,YAP,WT1,U_Kinetochores,TRIO,TAZ,Stress_Fibers,SMAC,Replication,Rac1,PTEN_c,pRB,Plk1_H,PAK1,p27Kip1,p21,N_bcatenin,Myc,Mst1_2,miR_29c,Merlin,MCL_1,Mad2,Lats1_2,IQGAP1_LeadingE,IAPs,Horizontal_Pol,FocalAdhesions,Fast_Migration,f4N_DNA,Ect2,Ecadherin_mRNA_H,E2F1,DR4_5,Cytokinesis,Cyto_C,CyclinE,CyclinD1,CHK1,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,ATR,ApicalBasal_Pol,AMOT,A_Kinetochores
CyclinD1,-0.1,0,0.26948167316054394,0,0,-0.1,0.586108558676818,0.5975298449115743,-0.3,0,-0.9741094351292106,0,-0.2,-0.9715426771500526,-0.7661571517130894,-0.3,0.8891403397797184,0,0,0.1,-0.7204562491691905,-0.07792815915259035,0,-0.2,-0.49711538461538457,-0.1,-0.2,-0.1,0.5402487260890823,0.1632077374377477,0,0.8905386031872575,0,0.1595932796064224,0.586108558676818,0.8472018049685508,0.9641609649354663,0.4828323049663414,0.49801324503311256,0.3,0.4,0.21124180782403196,0.6539303288620065,0.6539303288620065,0.6394197632627181,-0.6066227302542113,-0.6268374034597015,0.66434892670442,0.66434892670442,0.3,0.5413727597521689,0,0,0.45736427843177063
CHK1,0,0,-0.2544050394462919,0,0,0,-0.45069527217682265,-0.65127904879955,0.2,0,0.8631634155597372,0,0.1,0.8605317296832048,0.7554578784848556,0.2,-0.7811166764050584,0,0,0,0.5712974797080932,0.09977077271824356,0,0.1,0.3775870795564349,0,0.1,0,-0.5858930080982527,-0.13213763278944266,0,-0.7828968135513311,0,-0.12816991254734447,-0.45069527217682265,-0.8373665977102839,-0.951332483842377,-0.5394348330982134,-0.381965608064316,-0.2,-0.2957142857142857,-0.17306416657329743,-0.5008415322461528,-0.5008415322461528,-0.47631628817056615,0.4339013321392156,0.46117827130103217,-0.5148945111944636,-0.5148945111944636,-0.2,-0.5965652678808221,0,0,-0.48178787607309503
Casp9,-0.7,-0.6,-0.04637561934334601,-0.6,-0.6,-0.7,0.6647227005174675,0.06103043343436891,-0.8997373604727512,0.5,-0.4710195528789473,0,-0.8,-0.44385711480948603,-0.44558435914440564,-0.899585706887623,0.3688508570479473,0.5,-0.6,0.7,-0.6797709276375807,0.011153649767780202,0.6,-0.8,-0.5825871303519722,-0.7,-0.8,-0.7,0.014564223755031571,-0.04379864413962497,0.6,0.38324291688418627,0,-0.04528684740641263,0.6647227005174675,0.07134262269569107,0.3955254535826325,0.025179958835989957,0.8895978221122428,0.8995318899941486,0.9973058297370002,0.7694739521096419,0.7287461593993072,0.7287461593993072,0.7310237634499754,-0.8220795234084758,-0.8311448800425472,0.7418354248018121,0.7418354248018121,0.8996399639963997,0.04426444217493307,0.6,0.6,-0.05634172105676485
Casp8,-0.7,-0.6,-0.047471187413983276,-0.6,-0.6,-0.7,0.7696185770780521,0.05611528038193916,-0.8997769102063581,0.5,-0.4784085340355628,0,-0.8,-0.4514725077628105,-0.4533085163185208,-0.8996582656984196,0.375501339723784,0.5,-0.6,0.7,-0.703070873842268,0.01118082368082368,0.6,-0.8,-0.6847695095910303,-0.7,-0.8,-0.7,0.010551141597857685,-0.04445506975896679,0.6,0.38948435256168806,0,-0.045849420849420855,0.7696185770780521,0.05381778685366036,0.4020169627849464,0.021742142218423407,0.8911389024513061,0.8996210326859309,0.9977575788706698,0.7939287016720374,0.7392214693034422,0.7392214693034422,0.8418571464999319,-0.8344385441250484,-0.8417528395881091,0.8503701284455538,0.8503701284455538,0.9997116077865897,0.039497959878608296,0.6,0.6,-0.05796297421073967
Casp3,-0.8,-0.7,-0.04121932222805805,-0.7,-0.7,-0.8,0.7418354248018121,0.07655534577710146,-0.9985120515047571,0.6,-0.5096058449521028,0,-0.8997373604727512,-0.48179218734868323,-0.4882785504530659,-0.9976202714420113,0.39836453903905517,0.6,-0.7,0.8,-0.7303747735920719,0.0049830508567094214,0.7,-0.8998795906080674,-0.6647227005174675,-0.8,-0.899872854418309,-0.8,0.03103735896463598,-0.04332623485225941,0.7,0.41304335408889675,0,-0.04379864413962497,0.7418354248018121,0.08831067239615702,0.4269111784043977,0.04426444217493307,0.9776532957032726,0.9973058297370002,0.9918338028930951,0.8251425259600339,0.7997118914865347,0.7997118914865347,0.8029281469753362,-0.8929179810515345,-0.9028958607343807,0.8148623776746332,0.8148623776746332,0.9978480564819489,0.06103043343436891,0.7,0.7,-0.03966667833890376
Casp2,-0.3,-0.2,-0.12727272727272726,-0.2,-0.2,-0.3,0.8,-0.1064448280271065,-0.5,0.1,-0.33681106089703045,0,-0.4,-0.32864711934156376,-0.31542254379903256,-0.5,0.2803747230767518,0.1,-0.2,0.3,-0.584779674235834,0,0.2,-0.4,-0.7,-0.3,-0.4,-0.3,-0.13781094527363183,-0.10909090909090909,0.2,0.2878573286513201,0,-0.1,0.8,-0.13778174910402613,0.28985847244900004,-0.125,0.7,0.5,0.6,0.4975975975975976,0.899375,0.899375,0.9994811932555123,-0.8988099665303088,-0.8991817949373562,0.8996863974911798,0.8996863974911798,0.5,-0.1231818181818182,0.2,0.2,-0.14545454545454545
BIM,-0.4,-0.3,-0.11322537112010797,-0.3,-0.3,-0.4,0.8995685005393744,-0.06195208410260111,-0.6,0.2,-0.37758312252418536,0,-0.5,-0.3653151630645558,-0.3507286852856473,-0.6,0.31241783202725865,0.2,-0.3,0.4,-0.5583752587991718,0.010526315789473684,0.3,-0.5,-0.8,-0.4,-0.5,-0.4,-0.1058372513562387,-0.08704453441295548,0.3,0.3221465420124811,0,-0.09473684210526316,0.8995685005393744,-0.09281977784718445,0.3274510206526017,-0.10456730769230768,0.8,0.6,0.7,0.5882977558839628,0.8958434854147294,0.8958434854147294,0.8962020633534395,-0.7940152870385428,-0.8955967830883294,0.9975419456826309,0.9975419456826309,0.6,-0.08486470546182442,0.3,0.3,-0.1462438146648673
BIK,-0.4,-0.3,-0.11322537112010797,-0.3,-0.3,-0.4,0.8995685005393744,-0.06195208410260111,-0.6,0.2,-0.37758312252418536,0,-0.5,-0.3653151630645558,-0.3507286852856473,-0.6,0.31241783202725865,0.2,-0.3,0.4,-0.5583752587991718,0.010526315789473684,0.3,-0.5,-0.8,-0.4,-0.5,-0.4,-0.1058372513562387,-0.08704453441295548,0.3,0.3221465420124811,0,-0.09473684210526316,0.8995685005393744,-0.09281977784718445,0.3274510206526017,-0.10456730769230768,0.8,0.6,0.7,0.5882977558839628,0.8958434854147294,0.8958434854147294,0.8962020633534395,-0.7940152870385428,-0.8955967830883294,0.9975419456826309,0.9975419456826309,0.6,-0.08486470546182442,0.3,0.3,-0.1462438146648673
BID,-0.4,-0.3,-0.09283887468030691,-0.3,-0.3,-0.4,0.49911699779249447,-0.011045145330859606,-0.6,0.2,-0.3477390352442826,0,-0.5,-0.3300893026790804,-0.31117343688377874,-0.6,0.2807989544266394,0.2,-0.3,0.4,-0.5165099623363191,0.011764705882352941,0.3,-0.5,-0.4,-0.4,-0.5,-0.4,-0.06670622178789147,-0.06713554987212275,0.3,0.29323654485733996,0,-0.08235294117647059,0.49911699779249447,-0.0025240590163190858,0.29944862542934103,-0.0709090909090909,0.8,0.6,0.7,0.5637579169598874,0.4908503793924809,0.4908503793924809,0.49106814179873093,-0.5858359935747545,-0.5901481335176773,0.5947551238021875,0.5947551238021875,0.6,-0.03995670995670995,0.3,0.3,-0.1272378516624041
BCLXL,0.4,0.3,0.13832558139534884,0.3,0.3,0.4,-0.8997536945812807,0.09822402702186213,0.6,-0.2,0.3947785961802911,0,0.5,0.38694393188513254,0.3716829118059907,0.6,-0.331094314926219,-0.2,0.3,-0.4,0.5667915542534938,-0.008,-0.3,0.5,0.8,0.4,0.5,0.4,0.13881381319254227,0.11186046511627908,-0.3,-0.3395522327564096,0,0.12,-0.8997536945812807,0.1341243883798033,-0.3442774478202508,0.1358520062532569,-0.8,-0.6,-0.7,-0.5915594598054275,-0.9972189201458725,-0.9972189201458725,-0.9975036466117642,0.895762013424737,0.9969365246552622,-0.9983994674580462,-0.9983994674580462,-0.6,0.12091987955642433,-0.3,-0.3,0.16944186046511628
BCL2,0.4,0.3,0.13832558139534884,0.3,0.3,0.4,-0.8997536945812807,0.09822402702186213,0.6,-0.2,0.3947785961802911,0,0.5,0.38694393188513254,0.3716829118059907,0.6,-0.331094314926219,-0.2,0.3,-0.4,0.5667915542534938,-0.008,-0.3,0.5,0.8,0.4,0.5,0.4,0.13881381319254227,0.11186046511627908,-0.3,-0.3395522327564096,0,0.12,-0.8997536945812807,0.1341243883798033,-0.3442774478202508,0.1358520062532569,-0.8,-0.6,-0.7,-0.5915594598054275,-0.9972189201458725,-0.9972189201458725,-0.9975036466117642,0.8957618843527696,0.8969365885239379,-0.9983994674580462,-0.9983994674580462,-0.6,0.12091987955642433,-0.3,-0.3,0.16944186046511628
BAX,-0.5,-0.4,-0.07536314652496709,-0.4,-0.4,-0.5,0.5947551238021875,0.013817834240640144,-0.7,0.3,-0.3944710613880735,0,-0.6,-0.3767630091204742,-0.3643210117031802,-0.7,0.313888266286083,0.3,-0.4,0.5,-0.5741659169676991,0.017199488491048593,0.4,-0.6,-0.49911699779249447,-0.5,-0.6,-0.5,-0.039215225389332045,-0.05548506443522956,0.4,0.32690601264445485,0,-0.06713554987212275,0.5947551238021875,0.0191912694508342,0.33559638268527775,-0.03995670995670995,0.8994774657086871,0.7,0.8,0.6392590305456335,0.5769564122992451,0.5769564122992451,0.5773016219749423,-0.6701689189113518,-0.676804082070732,0.5843299636391124,0.5843299636391124,0.7,-0.011045145330859606,0.4,0.4,-0.10879124972065653
BAK,-0.5,-0.4,-0.07536314652496709,-0.4,-0.4,-0.5,0.5947551238021875,0.013817834240640144,-0.7,0.3,-0.3944710613880735,0,-0.6,-0.3767630091204742,-0.3643210117031802,-0.7,0.313888266286083,0.3,-0.4,0.5,-0.5741659169676991,0.017199488491048593,0.4,-0.6,-0.49911699779249447,-0.5,-0.6,-0.5,-0.039215225389332045,-0.05548506443522956,0.4,0.32690601264445485,0,-0.06713554987212275,0.5947551238021875,0.0191912694508342,0.33559638268527775,-0.03995670995670995,0.8994774657086871,0.7,0.8,0.6392590305456335,0.5769564122992451,0.5769564122992451,0.5773016219749423,-0.6701689189113518,-0.676804082070732,0.5843299636391124,0.5843299636391124,0.7,-0.011045145330859606,0.4,0.4,-0.10879124972065653
BAD,-0.3,-0.2,-0.13599999999999998,-0.2,-0.2,-0.3,0.8,-0.12091987955642433,-0.5,0.1,-0.34288650176290625,0,-0.4,-0.33518954592022027,-0.3220336522580562,-0.5,0.2871307613954673,0.1,-0.2,0.3,-0.4867099216004325,0,0.2,-0.4,-0.7,-0.3,-0.4,-0.3,-0.1494145199063232,-0.12,0.2,0.2940758996227967,0,-0.1,0.8,-0.15238885118972068,0.2958858878064148,-0.1368421052631579,0.7,0.5,0.6,0.49815668202764973,0.8995136778115501,0.8995136778115501,0.8995985950827897,-0.9990817790530846,-0.9993606393606393,0.8997536945812807,0.8997536945812807,0.5,-0.1358520062532569,0.2,0.2,-0.152
ATR,0,0,-0.24102238981616414,0,0,0,-0.3775870795564349,-0.5965652678808221,0.1,0,0.7743511550233386,0,0,0.7724133193020207,0.66877104036080115,0.1,-0.6882969699061067,0,0,0,0.5106332009715253,0.08434284479031562,0,0,0.2941747572815534,0,0,0,-0.5334562570995842,-0.12816991254734447,0,-0.6896644704468653,0,-0.12344018281761474,-0.3775870795564349,-0.7546836708810155,-0.8639069973954081,-0.38001838747487116,-0.29527559055118113,-0.1,-0.2,-0.16342561235642997,-0.4391407857352797,-0.4391407857352797,-0.42084977414652497,0.3823614201341873,0.4049613400841009,-0.45069527217682265,-0.45069527217682265,-0.1,-0.5394348330982134,0,0,-0.4405639352526512
ApicalBasal_Pol,-0.8997174143412222,-0.8,-0.3040353110941346,-0.8,-0.9,-0.7993850883935434,-0.5922666369037273,-0.6483653038615635,-0.8824543307981993,0.7,0.7849686607845465,0,-0.7923658352229781,0.7834884246446752,0.6767238130299563,-0.8287463920456499,-0.8956946376066826,0.9,-0.8,0.6981481481481482,0.7583521848445792,0.07333800186741364,0.8,-0.8974704057319892,0.4984334203655353,-0.9995940116721644,-0.8972686862771413,-0.8995559256175409,-0.5796797207440497,-0.19315083609201258,0.9,-0.8962438113657502,0,-0.18475256769374418,-0.5922666369037273,-0.7629799258861862,-0.8812100669435383,-0.5143714930135328,-0.49894179894179896,-0.3,-0.4,-0.24439338493204427,-0.6737641499341409,-0.6737641499341409,-0.6642252295311877,0.6414227688902534,0.6551205623824627,-0.6797080614585539,-0.6797080614585539,-0.3,-0.5828134643966807,0.9,0.7,-0.48482386894151597
AMOT,-0.8994285714285715,-0.8,-0.28642316987728755,-0.8,-0.8,-0.6987748851454824,-0.5901615883163729,-0.6268013636454779,-0.7666548072306238,0.7,0.7805200369082531,0,-0.68503504847129,0.7786148412199948,0.6711387495897719,-0.5762453806356246,-0.8937072695834534,0.7,-0.8,0.5964444444444444,0.7454528043592101,0.07574028382851912,0.6,-0.7949210335523316,0.49803278688524594,-0.8991902834008098,-0.7945479663468171,-0.799104143337066,-0.56182193791217,-0.1780992053627348,0.9,-0.8944993301248247,0,-0.1715392053627348,-0.5901615883163729,-0.7537687800512054,-0.8756243447503049,-0.49962848689771766,-0.4987179487179487,-0.3,-0.4,-0.23651134920350528,-0.6668087875185444,-0.6668087875185444,-0.6555605771753862,0.629778246416475,0.6456723629652489,-0.6743328656798562,-0.6743328656798562,-0.3,-0.5645713284872659,0.8,0.5,-0.47075707086765917
A_Kinetochores,0.2,0.1,-0.21174898293814323,0.1,0.1,0.2,-0.484561713209337,-0.05066822395754509,0.380139853252573,0,0.29615291008478806,0,0.29523809523809524,0.2897990298636664,0.28745511100431204,0.3786805097780707,-0.24568841092401303,0,0.1,-0.2,0.42211110356090165,-0.20911360989307118,-0.1,0.29630769230769227,0.4494594948535301,0.2,0.29623824451410663,0.2,0.07543478711550242,0.0046881967969198595,-0.1,-0.2493177697189483,0,3.9304261189783277e-4,-0.484561713209337,0.20928837030405362,-0.11541160750477145,-0.08872727272727272,-0.49157301392690017,-0.3786805097780707,-0.4486133007225348,-0.35251864377570175,-0.5035706815667904,-0.5035706815667904,-0.48267251370838055,0.5602382076528594,0.5910391881662321,-0.5275238906571984,-0.5275238906571984,-0.3820803084368976,-0.06107869391590322,-0.1,-0.1,0.002623611297338291
