Source,ZEB1_H,ZEB1,YAP,WT1,Twist,TRIO,TGFb_secr,TAZ,Stress_Fibers,SNAI2,SNAI1,SMAC,Rac1,PTEN_c,pRB,PAK1,p27Kip1,p21,N_bcatenin_H,N_bcatenin,Myc,Mst1_2,miR_34,miR_29c,miR_200,Merlin,MCL_1,LEF1,Lats1_2,IQGAP1_LeadingE,IAPs,Horizontal_Pol,FocalAdhesions,Fast_Migration,Ecadherin_mRNA_H,Ecadherin_mRNA,E2F1,DR4_5,Cyto_C,CyclinE,CyclinD1,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,b_catenin_TCF4,ApicalBasal_Pol,AMOT
E2F1,-0.3367606500536908,-0.2290844836939682,0.06856613423193406,0.09254433586681145,-0.36618455841778585,0.09254433586681145,-0.12102537588751112,-0.041999769346096186,0.07701136291500031,-0.5187341033295658,-0.30917312253306034,0.8,-0.020425791758954714,-0.11111111111111112,-0.879066757193091,0.008881650153717863,-0.876775487078201,-0.8552525511466145,-0.626620213516188,-0.4720154500542306,0.9844803046155898,0.19228384662039222,0.3151395506816182,0.09254433586681145,-0.13518606964611563,-0.03827280214670954,-0.9962483409343049,-0.10715868562052218,-0.02437246963562754,0.052586476708221294,-0.7,0.05296730884592683,0.049999364085617816,0.09160928799677659,0.31500661994147383,0.3636299823539197,0.9866700994773605,0,0.8,0.9215070657374975,0.9880589840943058,0.7,0.5,0.6,0.5,0.8997524369487854,0.8997524369487854,0.8997792189871671,-0.8997443272611058,-0.8998269896193772,0.8998720716398816,0.8998720716398816,0.5,-0.5490019117701129,0.22417907004103937,-0.08497948016415868
DR4_5,-0.21636876121451593,-0.2521696576805855,-0.5079692187296205,-0.4418716577540107,-0.646068841233184,-0.4418716577540107,-0.1661143843030466,-0.4292100107563376,-0.4885901164024397,-0.41579242153971585,-0.3106820195579129,0.6888351323453261,-0.5638396629294316,0.3700534759358289,-0.4360432704221148,-0.5110125223801585,-0.4093435677794465,-0.4070129242394632,-0.18871977439488716,-0.7892284798534799,0.33681067045995955,0.34592440526506457,0.20404622826947955,-0.4418716577540107,0.15836515191454686,0.4556785243741765,-0.6638745514899169,-0.16925863650843942,0.42560386473429956,-0.5515136546378587,-0.5956685673666805,-0.5037615615334528,-0.5485901164024397,-0.4955635010673861,0.43004717542807597,0.4429443649858057,0.3511493647889026,0,0.6888351323453261,0.03926378611876105,0.36605294695662544,0.7975648565118503,0.9,0.8996210326859309,0.8,0.6720569158930811,0.6720569158930811,0.775368979740848,-0.7765492603922788,-0.7783609874541978,0.7785651912046726,0.7785651912046726,0.9,-0.27020413467061893,0.4063349624498153,0.41047351524879616
Cyto_C,-0.2163902107863464,-0.2515822285989767,-0.5063371777736869,-0.44134977223212524,-0.6309305047913143,-0.44134977223212524,-0.1669279562404697,-0.4285543813984181,-0.4857904510563385,-0.4105317670697669,-0.31009871017115587,0.5872114850348206,-0.5542147806099005,0.3700534759358289,-0.4300706769140602,-0.503327545349454,-0.40328909065060337,-0.4001988085891073,-0.19167106394877764,-0.7864830546905706,0.331662975721837,0.34592440526506457,0.20392769322882653,-0.44134977223212524,0.1602408910814064,0.4504872452422729,-0.6456159831996651,-0.16976236767735128,0.42435043739391565,-0.5470410098191655,-0.49511550761774226,-0.5018722361968417,-0.5439537163624609,-0.4932228423810089,0.428605621696127,0.439943473223636,0.3465274934552577,0,0.5872114850348206,0.05621932687986646,0.36131770771080157,0.897127470816152,0.8,0.8995318899941486,0.8,0.6671632215741213,0.6671632215741213,0.670578616606654,-0.7715146319934016,-0.7741074929804621,0.6749803997072885,0.6749803997072885,0.8,-0.2695809127504825,0.405625897802378,0.4087815126050421
CyclinE,-0.2931960451785526,-0.24529274596302267,0.05318261038316423,0.07120241236336225,-0.27690289333597634,0.07120241236336225,-0.1764707464994177,-0.052243853085601,0.05835906360523213,-0.43906507835246894,-0.2968558680417067,0.5993953136810279,-0.03614528664928768,-0.08571428571428572,-0.9888783236116169,-0.013550174907005,-0.8869062372665233,-0.8923184911504467,-0.4500389650476969,-0.21934955027653963,0.851641336255681,0.18109927153733577,0.3039292339344896,0.07120241236336225,0.01195838803681644,-0.007527568567595055,-0.7781109730795739,-0.15334143971417014,0.006768816262939922,0.041839982070316036,-0.5,0.0335683713220129,0.039140711863515906,0.07457436316392141,0.2830864614859581,0.3266294774757726,0.8567904538373649,0,0.5993953136810279,0.879988419140088,0.8680432484125236,0.5,0.3,0.4,0.3,0.695663710572046,0.695663710572046,0.6957798671548694,-0.6952919324807214,-0.6964287474246136,0.6971828223235723,0.6971828223235723,0.3,-0.47913983426023277,0.2032527819047421,-0.04905582064860632
CyclinD1,-0.3187953044938471,-0.1954819625185488,0.12230981140072048,0.1274380165289256,-0.267285169255003,0.1274380165289256,-0.09471949413287328,-0.011267605633802818,0.14637681159420288,-0.4655009883456846,-0.2832247517995146,0.6,0.08909174597509908,-0.12,-0.9987338449375136,0.1067201686951715,-0.9984192698976522,-0.7965920489483281,-0.5870929732868626,-0.2526868044515103,0.8970871944687071,0.17278989667049366,0.290066956121638,0.1274380165289256,-0.16384579902411694,-0.11943044906900327,-0.7994767822105951,-0.0827682144702382,-0.07707231040564375,0.14029371094318582,-0.5,0.11452825356653258,0.13798383826954447,0.1555330340391316,0.28269406028992805,0.32712723487951123,0.8976200919606196,0,0.6,0.8907722133318231,0.998410840374407,0.5,0.3,0.4,0.3,0.7,0.7,0.7,-0.7,-0.7,0.7,0.7,0.3,-0.5066798101387778,0.19869256543030528,-0.13478260869565217
Casp9,-0.25171380835060786,-0.2882562084146854,-0.5655195268976325,-0.5063371777736869,-0.6825646605851394,-0.5063371777736869,-0.2003791942394591,-0.48879216211176024,-0.5439537163624609,-0.4534392965897792,-0.3480842605323968,0.6749803997072885,-0.6026374452347091,0.44134977223212524,-0.4712559358782036,-0.5542147806099005,-0.44409201821491295,-0.4476425713702934,-0.2243810349872551,-0.8747974725131851,0.35750790613933203,0.405625897802378,0.2409761593751326,-0.5063371777736869,0.19101670540955423,0.503327545349454,-0.7067520682017083,-0.2037417740977026,0.4861151432762686,-0.6023587789501642,-0.5872114850348206,-0.5611871118420787,-0.5987706557921892,-0.552535591384993,0.4745245556217238,0.48058824574547987,0.3730016342260933,0,0.6749803997072885,0.07307577638518661,0.3920077317814087,0.8922537922639213,0.8995318899941486,0.9977623189227888,0.8995318899941486,0.7501157170641994,0.7501157170641994,0.7558091453901914,-0.8584283552128573,-0.8603843426224669,0.7595852421010757,0.7595852421010757,0.8996399639963997,-0.30839610262390027,0.4614546051774771,0.46706722689075636
Casp8,-0.2517050887143869,-0.2892219183969683,-0.5687255733483434,-0.5079692187296205,-0.700055007960523,-0.5079692187296205,-0.19923710605274284,-0.4907681205903095,-0.5485901164024397,-0.45996065394324237,-0.3490547835509885,0.7785651912046726,-0.6136738852157224,0.4418716577540107,-0.47865157770215055,-0.5638396629294316,-0.45171023766082374,-0.45508916850349423,-0.22099161905508136,-0.8792750247872428,0.3645957294376791,0.4063349624498153,0.24127688881345694,-0.5079692187296205,0.18871087485535562,0.5110125223801585,-0.7289137532005371,-0.2030402473840424,0.4886370400897498,-0.6085425066943351,-0.6888351323453261,-0.564611673390276,-0.6051701132121382,-0.5565748432223956,0.4770986183389919,0.4846018619453239,0.3796089479104074,0,0.7785651912046726,0.05503218258130068,0.39866780100269017,0.8934153523165795,0.8996210326859309,0.9981402665504087,0.8996210326859309,0.757888181401766,0.757888181401766,0.863201922421436,-0.8657217642507614,-0.8670386936292529,0.8658267373894116,0.8658267373894116,0.9997116077865897,-0.3094169767555237,0.46322350734145623,0.4707996022053179
Casp3,-0.28667278410966407,-0.32458626919074896,-0.6211908627363752,-0.5655195268976325,-0.7313746098382307,-0.5655195268976325,-0.2338246176035051,-0.5453394722657128,-0.5987706557921892,-0.49499331578284494,-0.38540433969756416,0.7595852421010757,-0.6486579469431848,0.5063371777736869,-0.5093386052009128,-0.6026374452347091,-0.4813559399486912,-0.4910850397923383,-0.2564499848212479,-0.959177734137327,0.38040265383912986,0.4614546051774771,0.2774193360177483,-0.5655195268976325,0.2219999828212587,0.5542147806099005,-0.7643168512176309,-0.23756090488160303,0.5418231906873727,-0.654408329468466,-0.6749803997072885,-0.6168625194423514,-0.650585985240867,-0.6080532623573882,0.5189044100499394,0.5202618457454798,0.3965605715322732,0,0.7595852421010757,0.09006834196240641,0.41993731613348695,0.9841100503126121,0.9977623189227888,0.9938727411638644,0.9977623189227888,0.8309648340922898,0.8309648340922898,0.8391846794936887,-0.9433105687929387,-0.9444775574901154,0.841872823800422,0.841872823800422,0.9981923670074014,-0.3463935004337235,0.5132807821045334,0.5226227824463119
Casp2,-0.10593885032049313,-0.14307002314814815,-0.29432624113475175,-0.2,-0.48881118881118885,-0.2,-0.047096774193548394,-0.2,-0.29058823529411765,-0.3186833373364291,-0.20621447517999242,0.8,-0.43871542055790097,0.1,-0.33681106089703045,-0.3675615744040548,-0.32864711934156376,-0.31542254379903256,-0.061093487142513815,-0.5,0.2803747230767518,0.1,0.0893569844789357,-0.2,0.04619359922356593,0.28688524590163933,-0.5859864150943396,-0.053685042481722976,0.2,-0.37655340462975495,-0.7,-0.2917525773195876,-0.3757734204793028,-0.2922330097087379,0.2815028901734104,0.34121473897509735,0.2878573286513201,0,0.8,-0.13808684800165325,0.2897086243893531,0.7,0.5,0.6,0.5,0.899375,0.899375,0.9994811932555123,-0.8994032077582992,-0.899590058929029,0.8996863974911798,0.8996863974911798,0.5,-0.14976785714285715,0.2,0.2
BIM,-0.14302321539908888,-0.18328850843291594,-0.3805206999573197,-0.2927272727272727,-0.5586583850931677,-0.2927272727272727,-0.08338818715531045,-0.29148936170212764,-0.3727527374586198,-0.36462874934168665,-0.24475200713648532,0.8995685005393744,-0.4960705050668567,0.2,-0.3774542998224565,-0.43265341963972104,-0.365143051692692,-0.3505826822187894,-0.09772222222222222,-0.6,0.31183091937808916,0.2,0.1301245324215907,-0.2927272727272727,0.07767631433561946,0.36415525114155256,-0.5632240132509192,-0.0906379297374558,0.2866666666666667,-0.449741641337386,-0.8,-0.37715617715617716,-0.448645594601477,-0.3752221375983752,0.3461168263499492,0.38708620896163487,0.32167806650984593,0,0.8995685005393744,-0.09312029453969958,0.3271957884196564,0.8,0.6,0.7,0.6,0.896689280337071,0.896689280337071,0.8971724869349892,-0.7969681312409299,-0.8975841521153454,0.9979578562816712,0.9979578562816712,0.6,-0.19418091007203273,0.28389261744966443,0.2862068965517241
BIK,-0.14302321539908888,-0.18328850843291594,-0.3805206999573197,-0.2927272727272727,-0.5586583850931677,-0.2927272727272727,-0.08338818715531045,-0.29148936170212764,-0.3727527374586198,-0.36462874934168665,-0.24475200713648532,0.8995685005393744,-0.4960705050668567,0.2,-0.3774542998224565,-0.43265341963972104,-0.365143051692692,-0.3505826822187894,-0.09772222222222222,-0.6,0.31183091937808916,0.2,0.1301245324215907,-0.2927272727272727,0.07767631433561946,0.36415525114155256,-0.5632240132509192,-0.0906379297374558,0.2866666666666667,-0.449741641337386,-0.8,-0.37715617715617716,-0.448645594601477,-0.3752221375983752,0.3461168263499492,0.38708620896163487,0.32167806650984593,0,0.8995685005393744,-0.09312029453969958,0.3271957884196564,0.8,0.6,0.7,0.6,0.896689280337071,0.896689280337071,0.8971724869349892,-0.7969681312409299,-0.8975841521153454,0.9979578562816712,0.9979578562816712,0.6,-0.19418091007203273,0.28389261744966443,0.2862068965517241
BID,-0.14395624657821804,-0.17793244524272814,-0.372150849564857,-0.2894736842105263,-0.5249728555917481,-0.2894736842105263,-0.0953050785531604,-0.2866666666666667,-0.35910447761194025,-0.32960098405774807,-0.23489553924336531,0.49911699779249447,-0.45384307938264773,0.2,-0.34745131225418263,-0.3982875238270922,-0.3297033492822966,-0.31080061115355234,-0.11838884675961032,-0.6,0.27982633053221284,0.2,0.12844309255534297,-0.2894736842105263,0.094731001639823,0.34145299145299146,-0.5258760753877103,-0.0988846037507562,0.27894736842105267,-0.42882311486962654,-0.4,-0.3681447963800905,-0.4270057121798415,-0.36276190476190473,0.3316606929510155,0.36078357281561246,0.2924759594330072,0,0.49911699779249447,-0.002568892175191395,0.29902693351985976,0.8,0.6,0.7,0.6,0.4928686633086028,0.4928686633086028,0.4935275472917045,-0.5926893229863527,-0.5944771485801238,0.5957079068834036,0.5957079068834036,0.6,-0.18958056147368726,0.27735849056603773,0.275
BCLXL,0.14187696537873928,0.18623641394283594,0.38482252141982864,0.29534883720930233,0.5679281610523235,0.29534883720930233,0.07372239269613971,0.2948717948717949,0.37767354596622893,0.3803526215731279,0.25607820136852394,-0.8997536945812807,0.5070572663856246,-0.2,0.3947063891925498,0.4425334568618151,0.3868497021702203,0.37160430018935986,0.08723683788482388,0.6,-0.33074376215132517,-0.2,-0.13158387586839684,0.29534883720930233,-0.06846128544349254,-0.36978620411456237,0.5704556860312097,0.08258779485792649,-0.2906976744186046,0.4575653605365724,0.8,0.3809576992880078,0.45669081024245733,0.3803377712031558,-0.3555758614125262,-0.4011255429043107,-0.33926992947354295,0,-0.8997536945812807,0.1345105601797897,-0.3440307169131935,-0.8,-0.6,-0.7,-0.6,-0.997689366885514,-0.997689366885514,-0.9980400655215498,0.8978607082010862,0.9983522033348656,-0.9986303167002039,-0.9986303167002039,-0.6,0.19574066966749534,-0.2889908256880734,-0.29166666666666663
BCL2,0.14187696537873928,0.18623641394283594,0.38482252141982864,0.29534883720930233,0.5679281610523235,0.29534883720930233,0.07372239269613971,0.2948717948717949,0.37767354596622893,0.3803526215731279,0.25607820136852394,-0.8997536945812807,0.5070572663856246,-0.2,0.3947063891925498,0.4425334568618151,0.3868497021702203,0.37160430018935986,0.08723683788482388,0.6,-0.33074376215132517,-0.2,-0.13158387586839684,0.29534883720930233,-0.06846128544349254,-0.36978620411456237,0.5704556860312097,0.08258779485792649,-0.2906976744186046,0.4575653605365724,0.8,0.3809576992880078,0.45669081024245733,0.3803377712031558,-0.3555758614125262,-0.4011255429043107,-0.33926992947354295,0,-0.8997536945812807,0.1345105601797897,-0.3440307169131935,-0.8,-0.6,-0.7,-0.6,-0.997689366885514,-0.997689366885514,-0.9980400655215498,0.8978606372287198,0.8983522514281171,-0.9986303167002039,-0.9986303167002039,-0.6,0.19574066966749534,-0.2889908256880734,-0.29166666666666663
BAX,-0.18013221950546,-0.21577178042278353,-0.4446354491541794,-0.372150849564857,-0.5808621836549892,-0.372150849564857,-0.12932733610482972,-0.3637158469945355,-0.4270057121798415,-0.3741968944764433,-0.2745283686170154,0.5957079068834036,-0.5070022242757594,0.2894736842105263,-0.3943598035979584,-0.45384307938264773,-0.37671827465543095,-0.3646628240971849,-0.15382813599949186,-0.6944055944055945,0.31106292810190544,0.27735849056603773,0.16718805513450244,-0.372150849564857,0.1253173724797596,0.3982875238270922,-0.5886521006243033,-0.1332386707364021,0.3607655502392345,-0.4925167140301722,-0.49911699779249447,-0.43935918918368877,-0.48981652299065237,-0.43368274482652514,0.38439228439994666,0.40350838948871165,0.32449350329265636,0,0.5957079068834036,0.019575629969330748,0.3349235195324551,0.8994774657086871,0.7,0.8,0.7,0.5831218278655649,0.5831218278655649,0.5846463477530655,-0.6841673522806271,-0.6867979676927518,0.58843084156876,0.58843084156876,0.7,-0.23083135111361147,0.34841792209058553,0.34954545454545455
BAK,-0.18013221950546,-0.21577178042278353,-0.4446354491541794,-0.372150849564857,-0.5808621836549892,-0.372150849564857,-0.12932733610482972,-0.3637158469945355,-0.4270057121798415,-0.3741968944764433,-0.2745283686170154,0.5957079068834036,-0.5070022242757594,0.2894736842105263,-0.3943598035979584,-0.45384307938264773,-0.37671827465543095,-0.3646628240971849,-0.15382813599949186,-0.6944055944055945,0.31106292810190544,0.27735849056603773,0.16718805513450244,-0.372150849564857,0.1253173724797596,0.3982875238270922,-0.5886521006243033,-0.1332386707364021,0.3607655502392345,-0.4925167140301722,-0.49911699779249447,-0.43935918918368877,-0.48981652299065237,-0.43368274482652514,0.38439228439994666,0.40350838948871165,0.32449350329265636,0,0.5957079068834036,0.019575629969330748,0.3349235195324551,0.8994774657086871,0.7,0.8,0.7,0.5831218278655649,0.5831218278655649,0.5846463477530655,-0.6841673522806271,-0.6867979676927518,0.58843084156876,0.58843084156876,0.7,-0.23083135111361147,0.34841792209058553,0.34954545454545455
BAD,-0.10567830253251198,-0.1438816738816739,-0.29534883720930233,-0.2,-0.491044776119403,-0.2,-0.04365079365079365,-0.2,-0.2923076923076923,-0.32393785883147586,-0.21062365591397847,0.8,-0.4425334568618151,0.1,-0.34288650176290625,-0.36978620411456237,-0.33518954592022027,-0.3220336522580562,-0.057289377289377295,-0.5,0.2871307613954673,0.1,0.0896169820027688,-0.2,0.042959102037379016,0.28918918918918923,-0.48765101157378055,-0.05052616609783846,0.2,-0.3784416491963662,-0.7,-0.29310344827586204,-0.37767354596622893,-0.29375,0.28431372549019607,0.3457714352555855,0.2940758996227967,0,0.8,-0.1526280112418472,0.29576924264337434,0.7,0.5,0.6,0.5,0.8995136778115501,0.8995136778115501,0.8995985950827897,-0.9995398331895313,-0.9996798078847309,0.8997536945812807,0.8997536945812807,0.5,-0.15034936531966928,0.2,0.2
b_catenin_TCF4,0.89957529277622,0.8998938616663719,0.6,0.5,0.8,0.5,0.899924934317528,0.6,0.6,0.7993439164655032,0.8999520038396929,0.2,0.8,-0.4,-0.4,0.7,-0.4,-0.3,0.7938922497161683,0.6,0.5,-0.6,-0.8999491094147583,0.5,-0.8999685962524862,-0.6,-0.4,0.8999560793499743,-0.5,0.7,-0.1,0.6,0.7,0.6,-0.8,-0.8999295071374023,0.5,0,0.2,0.4,0.5,0.1,0,0,0,0.3,0.3,0.3,-0.3,-0.3,0.3,0.3,0,0.7991714026697749,-0.7,-0.5
ApicalBasal_Pol,-0.6609807279207276,-0.7009222556414378,-0.8974397578408709,-0.7993962264150943,-0.5317336029530169,-0.7993962264150943,-0.6162942296699699,-0.897866718226347,-0.7969603527994051,-0.7286156966355745,-0.6266289575774482,-0.6,-0.8701301146646874,0.7,0.7987664599634959,-0.783949848431581,0.7985196136566981,0.6959177380212198,-0.28506353606411583,-0.8413109839213598,-0.8997513597513598,0.8961110832874242,0.6192531918034722,-0.7993962264150943,0.6384689924526792,0.6934535443133127,0.8,-0.626875858437505,0.7986183074265976,-0.8921637125599977,0.5,-0.997187482326089,-0.8917387573118951,-0.8975150943140188,0.865731165898646,0.7126031707286545,-0.8998099762470309,0,-0.6,-0.790860791429931,-0.8998174627319745,-0.5,-0.3,-0.4,-0.3,-0.7,-0.7,-0.7,0.7,0.7,-0.7,-0.7,-0.3,-0.598265295193983,0.8914037041525642,0.6990697674418604
AMOT,0.09021773362397899,-0.08934326222041176,-0.8933031124290558,-0.7985046728971963,-0.167472267945569,-0.7985046728971963,-0.10489340576138236,-0.7944771485801237,-0.6919658483515444,-0.025464560185979774,-0.22295277262570506,-0.6,-0.7113582517362371,0.7,0.7982232406005115,-0.6516772310025847,0.7978549116281999,0.6944102913197535,0.36395962975139307,-0.5746121882466182,-0.8995984943538268,0.6901122019635343,0.10355613625743328,-0.7985046728971963,0.3524230265733089,0.5801864801864802,0.8,-0.10390413048441945,0.5962962962962963,-0.7790081335659529,0.5,-0.8927252974157784,-0.7777380230476272,-0.7934896902853238,0.7937005436643564,0.0930360937803172,-0.8996951800342922,0,-0.6,-0.7872839708289078,-0.8997153024911032,-0.5,-0.3,-0.4,-0.3,-0.7,-0.7,-0.7,0.7,0.7,-0.7,-0.7,-0.3,0.15625937136356582,0.777623352721786,0.49724137931034484
