Source,ZEB1_H,ZEB1,YAP,WT1,Wee1,UbcH10,U_Kinetochores,Twist,Stress_Fibers,SNAI2,SNAI1,SMAC,Replication,Plk1_H,Plk1,pAPC,N_bcatenin_H,N_bcatenin,Mst1_2,miR_34,miR_200,MCL_1,Mad2,LEF1,Lats1_2,IAPs,FoxM1,FocalAdhesions,f4N_DNA,Emi1,Ect2,Ecadherin_mRNA_H,Ecadherin_mRNA,Cytokinesis,Cyto_C,CyclinB,CyclinA_mRNA,CyclinA,CHK1,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,b_catenin_TCF4,ATR,ApicalBasal_Pol,AMOT,A_Kinetochores
BIM,-0.3977044476327116,-0.4,-0.2,-0.1,-0.5538054398431758,0.021269738962294553,0.18907104575275552,-0.6,0,-0.4976047904191617,-0.3,0.8902912691088121,0.1637454355764215,0.38404558404558403,0.4421176470588235,0.3179808352324208,-0.4620548816780576,-0.6,0.2,0.3,0.5,-0.5487526055810352,-0.08514862528581786,-0.4,0.1,-0.797153024911032,0.33335565654149724,-0.1,-0.016475495307612095,-0.3388006514737757,-0.1048695652173913,0.4,0.5,-0.08753623188405797,0.8902912691088121,0.04411444411444411,0.27876106194690264,-0.07618137411065094,0.1,0.46972804972804977,-0.17706702654071074,0.3585040276179517,0.268503937007874,0.30659235056698064,-0.05258421526752173,0.7984158415841585,0.6,0.7,0.4297268320558695,0.8698380636819921,0.8698380636819921,0.86525027296781,-0.7314239672845594,-0.8461298923717024,0.9775516277977422,0.9775516277977422,0.6,-0.39584415584415583,0.14074074074074075,0.3,0,0.25118260201972487
BIK,-0.3977044476327116,-0.4,-0.2,-0.1,-0.5538054398431758,0.021269738962294553,0.18907104575275552,-0.6,0,-0.4976047904191617,-0.3,0.8902912691088121,0.1637454355764215,0.38404558404558403,0.4421176470588235,0.3179808352324208,-0.4620548816780576,-0.6,0.2,0.3,0.5,-0.5487526055810352,-0.08514862528581786,-0.4,0.1,-0.797153024911032,0.33335565654149724,-0.1,-0.016475495307612095,-0.3388006514737757,-0.1048695652173913,0.4,0.5,-0.08753623188405797,0.8902912691088121,0.04411444411444411,0.27876106194690264,-0.07618137411065094,0.1,0.46972804972804977,-0.17706702654071074,0.3585040276179517,0.268503937007874,0.30659235056698064,-0.05258421526752173,0.7984158415841585,0.6,0.7,0.4297268320558695,0.8698380636819921,0.8698380636819921,0.86525027296781,-0.7314239672845594,-0.8461298923717024,0.9775516277977422,0.9775516277977422,0.6,-0.39584415584415583,0.14074074074074075,0.3,0,0.25118260201972487
BID,-0.3961538461538462,-0.4,-0.2,-0.1,-0.5177792242231383,0.02151872542933995,0.16562089181026823,-0.6,0,-0.4949685534591195,-0.3,0.48318073420568136,0.15377777777777776,0.3772357723577236,0.41934523809523816,0.30181031064111036,-0.44350055741360095,-0.6,0.2,0.3,0.5,-0.5011154258936106,-0.08195707227965292,-0.4,0.1,-0.3949685534591195,0.3144782737215489,-0.1,-0.015098722415795584,-0.3208237986270023,-0.09371480998599642,0.4,0.5,-0.08203389830508474,0.48318073420568136,0.035868586858685866,0.27176470588235296,-0.07346437346437347,0.1,0.45070600632244473,-0.15085180391240183,0.3424871087660391,0.2595959595959596,0.28575681151031546,-0.028744510071179775,0.7967010309278351,0.6,0.7,0.32032478632478634,0.44926084536281385,0.44926084536281385,0.4398357119511929,-0.4903665290182144,-0.5145942154539789,0.5621557670571925,0.5621557670571925,0.6,-0.3927927927927928,0.13599999999999998,0.3,0,0.22821748544998774
BCLXL,0.3986206896551724,0.4,0.2,0.1,0.5658820340954912,-0.020793119923554704,-0.21304950385276347,0.6,0,0.4986062717770035,0.3,-0.8929664171869547,-0.17891241178912412,-0.3895522388059701,-0.4554486640429659,-0.331947472160154,0.46982135704558203,0.6,-0.2,-0.3,-0.5,0.5610184995872995,0.08867040050147855,0.4,-0.1,0.7983402489626557,-0.34729998087700975,0.1,0.01931364724660814,0.3522078265468006,0.11731191357157353,-0.4,-0.5,0.09737373737373738,-0.8929664171869547,-0.053176861071597914,-0.28471337579617834,0.07936928040028968,-0.1,-0.4784268714868906,0.20403963987016635,-0.36963815542014594,-0.2766081871345029,-0.3230847080255035,0.08278834332488356,-0.7990883190883191,-0.6,-0.7,-0.45190111648594017,-0.976090933190563,-0.976090933190563,-0.9723938687458282,0.8428996076774806,0.9550527465598975,-0.9823463298507102,-0.9823463298507102,-0.6,0.39751552795031053,-0.15151515151515152,-0.3,0,-0.2720134538020181
BCL2,0.3986206896551724,0.4,0.2,0.1,0.5658820340954912,-0.020793119923554704,-0.21304950385276347,0.6,0,0.4986062717770035,0.3,-0.8929664171869547,-0.17891241178912412,-0.3895522388059701,-0.4554486640429659,-0.331947472160154,0.46982135704558203,0.6,-0.2,-0.3,-0.5,0.5610184995872995,0.08867040050147855,0.4,-0.1,0.7983402489626557,-0.34729998087700975,0.1,0.01931364724660814,0.3522078265468006,0.11731191357157353,-0.4,-0.5,0.09737373737373738,-0.8929664171869547,-0.053176861071597914,-0.28471337579617834,0.07936928040028968,-0.1,-0.4784268714868906,0.20403963987016635,-0.36963815542014594,-0.2766081871345029,-0.3230847080255035,0.08278834332488356,-0.7990883190883191,-0.6,-0.7,-0.45190111648594017,-0.976090933190563,-0.976090933190563,-0.9723938687458282,0.8429114304506141,0.8550441504104977,-0.9823463298507102,-0.9823463298507102,-0.6,0.39751552795031053,-0.15151515151515152,-0.3,0,-0.2720134538020181
BAX,-0.4894914502537821,-0.4966562173458725,-0.3,-0.2,-0.5467653787564121,0.024009146885278648,0.16886044850251036,-0.7,-0.1,-0.5861847696753357,-0.3982740021574973,0.5621557670571925,0.15875113479376354,0.4293669198987072,0.4453540546432205,0.3380910763658141,-0.4975612629099094,-0.7,0.3,0.3982740021574973,0.5989710610932476,-0.5325729385554001,-0.09178465848654947,-0.4985294117647059,0.2,-0.48318073420568136,0.338694539055488,-0.2,-0.021652120474048013,-0.3468928775743707,-0.09350383952186139,0.5,0.5978021978021978,-0.09371480998599642,0.5621557670571925,0.02816892162673943,0.3144782737215489,-0.0878408627415776,0.13599999999999998,0.48836834398478235,-0.15049808991543365,0.3768453975360926,0.29203357955757187,0.299315253068757,-0.01363221467719424,0.8885033214643029,0.7,0.7973399833748961,0.32817379770884864,0.5040945653937496,0.5040945653937496,0.4906389248025985,-0.5247927585264112,-0.5570025924173296,0.5244327764779182,0.5244327764779182,0.7,-0.48055749867514574,0.15377777777777776,0.4,0.1,0.23612591417007098
BAK,-0.4894914502537821,-0.4966562173458725,-0.3,-0.2,-0.5467653787564121,0.024009146885278648,0.16886044850251036,-0.7,-0.1,-0.5861847696753357,-0.3982740021574973,0.5621557670571925,0.15875113479376354,0.4293669198987072,0.4453540546432205,0.3380910763658141,-0.4975612629099094,-0.7,0.3,0.3982740021574973,0.5989710610932476,-0.5325729385554001,-0.09178465848654947,-0.4985294117647059,0.2,-0.48318073420568136,0.338694539055488,-0.2,-0.021652120474048013,-0.3468928775743707,-0.09350383952186139,0.5,0.5978021978021978,-0.09371480998599642,0.5621557670571925,0.02816892162673943,0.3144782737215489,-0.0878408627415776,0.13599999999999998,0.48836834398478235,-0.15049808991543365,0.3768453975360926,0.29203357955757187,0.299315253068757,-0.01363221467719424,0.8885033214643029,0.7,0.7973399833748961,0.32817379770884864,0.5040945653937496,0.5040945653937496,0.4906389248025985,-0.5247927585264112,-0.5570025924173296,0.5244327764779182,0.5244327764779182,0.7,-0.48055749867514574,0.15377777777777776,0.4,0.1,0.23612591417007098
BAD,-0.3,-0.3,-0.1,0,-0.49202279202279203,0.011428571428571429,0.19523809523809524,-0.5,0,-0.4,-0.2,0.7983402489626557,0.15151515151515152,0.3,0.3883211678832117,0.2660310734463277,-0.3906432748538012,-0.5,0.1,0.2,0.4,-0.4865892758430072,-0.0644808743169399,-0.3,0,-0.7,0.28471337579617834,0,-0.014285714285714285,-0.28688524590163933,-0.09737373737373738,0.3,0.4,-0.06,0.7983402489626557,0.04912280701754386,0.2,-0.05792349726775956,0,0.3960591133004926,-0.1886033982594281,0.29365079365079366,0.2,0.2739837398373984,-0.10031620553359684,0.7,0.5,0.6,0.41794414735591207,0.889620855133321,0.889620855133321,0.8878485477527329,-0.9703568234760824,-0.9769776970628147,0.8929664171869547,0.8929664171869547,0.5,-0.3,0.1,0.2,0,0.23642023346303503
b_catenin_TCF4,0.8999773537904094,0.9,0.6,0.5,-0.2516260162601626,0.230718954248366,0.19640062597809077,0.8,0.4,0.799964639321075,0.9,0.02,0.2644444444444444,0.4,0.38795180722891565,0.2624031007751938,0.7996227470943251,0.6,-0.6,-0.9,-0.9,-0.2311111111111111,-0.0641025641025641,0.9,-0.5,0,0.494238683127572,0.5,0.15,-0.2863636363636364,0.09047619047619046,-0.8,-0.9,0.08888888888888888,0.02,0.34363636363636363,0.4,0.14772036474164132,0.1,0.28888888888888886,-0.21553509781357882,0.29493670886075946,0.4,0.3834862385321101,-0.10120481927710842,0,0,0,-0.21348837209302327,0.03875,0.03875,0.008108108108108109,-0.014358974358974357,-0.015692307692307693,0.03666666666666667,0.03666666666666667,0,0.7999546485260771,0.2,-0.7,-0.4,0.23678804855275443
ATR,0.1429450848280892,0.155067697460934,0.15294117647058822,0.1,0.40193779679633146,-0.12210041435213766,-0.21525992615381245,0.23945582281495592,0,0.13326949118565412,0.18947993471503438,-0.22345991175206348,-0.2904644728481969,-0.41001053287409694,-0.38786260355043006,-0.3791061248199169,0.09224380881444696,0.19851660243889563,-0.15294117647058822,-0.18947993471503438,-0.21268498101278346,0.26837388373977716,0.07307284043542578,0.1938543734118099,-0.1,0.21872050303520885,-0.3900560947869717,0.1,-0.18683016451561502,0.3961517959333953,0.14970243524140586,-0.17820433436532507,-0.17667741942898713,0.15220997899517774,-0.22345991175206348,-0.08910419662813508,-0.38931787474800245,-0.08347983660232375,-0.19353693427739133,-0.5174747209744981,0.20479533528722343,-0.5328751735812411,-0.36170001707526256,-0.44463386188958687,0.023048141097219324,-0.23497178850873537,-0.19774149659863943,-0.22596347542302792,0.21704165560550986,-0.2028183530935778,-0.2028183530935778,-0.11896933395090488,0.1749613725476959,0.19467449157741773,-0.22495750748811588,-0.22495750748811588,-0.20314869441713101,0.1270868495541034,-0.2922604937230514,-0.1729411764705882,0,-0.2831976522896965
ApicalBasal_Pol,-0.7246874826724738,-0.7522499188207241,-0.896887159533074,-0.8,0.3017367857498289,-0.24719570714635175,-0.1961041807598673,-0.568983970273739,-0.7,-0.802521530033815,-0.6634076726579682,-0.07298334891866969,-0.28334794375403954,-0.6005093276916054,-0.4859112056211575,-0.38084052513046485,-0.41001317873041526,-0.7058419506238792,0.7954802259887005,0.6634076726579682,0.6713177090896775,0.26304251499966097,0.10637228329644058,-0.6676890307896897,0.7,0.06526877372689086,-0.4903270027769868,-0.8,-0.15188275511714217,0.39166621578767363,-0.041366225030370116,0.8780693276896706,0.7595857581482635,-0.03931967496839518,-0.07298334891866969,-0.3046137312300148,-0.4827208108265224,-0.061239908425399246,-0.2800656814449918,-0.4160255989963096,0.19437175119872868,-0.42811851314103755,-0.44959147890342627,-0.441589058290654,0.019537601144712518,-0.06659617524070487,-0.036483516483516484,-0.05363122446314297,0.22671194953088808,-0.07669991672367718,-0.07669991672367718,-0.029869803713368365,0.02833390300503763,0.0356504155559869,-0.07672511085545516,-0.07672511085545516,-0.03683168316831683,-0.6832981760408535,-0.2834027475144206,0.7888577094324092,0.6,-0.2700711971001431
AMOT,-0.05221769625972479,-0.15064781894864715,-0.8849056603773585,-0.8,0.29443433555943155,-0.24164248634716742,-0.19187326189300652,-0.02850284392171985,-0.7,-0.17512882827235607,-0.05991295442908347,-0.072425332183881,-0.27582169943518875,-0.5925259654154963,-0.4769858025496405,-0.3747694747353413,-0.015641429937674985,-0.5074895977808599,0.6666666666666667,0.05991295442908347,0.06142918825561313,0.25741503993838,0.1045090223202892,-0.060416562230941516,0.6,0.06506355333772715,-0.47997270494687516,-0.8,-0.14705994063768718,0.3845051864678147,-0.04021856421991933,0.7323907037217617,0.16077106069389646,-0.03794146443528186,-0.072425332183881,-0.293444720973575,-0.473734206126151,-0.056404236878886016,-0.2739694887856132,-0.408428899974332,0.18766236754374682,-0.4200445053342706,-0.44089605888944733,-0.43247014276756185,0.017579937664205014,-0.06643281418800726,-0.036483516483516484,-0.0535819620793714,0.22180109274120738,-0.07554446515441966,-0.07554446515441966,-0.029584070045112293,0.027901956740602352,0.035264665267681614,-0.07579599287816992,-0.07579599287816992,-0.03683168316831683,-0.04581666595615903,-0.27637098097493473,0.7095238095238096,0.5,-0.2642247772184839
A_Kinetochores,0.24534403257973336,0.2516641357866559,0.22051282051282053,0.16923076923076924,0.2545467692846072,-0.06598527024914971,-0.28836718109491616,0.3683895621029811,0.1,0.2347242829786814,0.2880186369880513,-0.3862007735554545,-0.20356220746557466,-0.3287397894253184,-0.3087690996770674,-0.029414772654517772,0.16422814085138632,0.3558769332484514,-0.2178794178794179,-0.2880186369880513,-0.3246895052319372,0.35744960901962003,-0.15750603161938606,0.2971593009971137,-0.16923076923076924,0.37899815030805517,-0.31942215211173547,0.16923076923076924,-0.09117812712454035,0.1634965872050922,0.05257805792403891,-0.26936138534153015,-0.2827711268652987,0.05376615121248703,-0.3862007735554545,-0.2113035491654527,-0.3173992330908893,-0.14779808698230754,-0.2040134990252612,-0.27593552611074873,0.20300238612677957,-0.24074362833611337,-0.20290365023130846,-0.2740012050042936,0.1254228305656132,-0.40996443479394673,-0.3568464865569779,-0.39959542138418325,-0.14490972416475467,-0.3558979414954542,-0.3558979414954542,-0.32014268459913453,0.33767987045167736,0.3728011093637183,-0.39008097298308997,-0.39008097298308997,-0.3625029523905928,0.21502250859195415,-0.20420003251103053,-0.24816787941787943,-0.1,-0.11519244856272792
