Source,Wee1,UbcH10,U_Kinetochores,SMAC,Replication,Rac1,Plk1_H,Plk1,pAPC,PAK1,Merlin,MCL_1,Mad2,IQGAP1_LeadingE,IAPs,Horizontal_Pol,FoxM1,f4N_DNA,Emi1,Ect2,Cytokinesis,Cyto_C,CyclinB,CyclinA_mRNA,CyclinA,CHK1,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,ATR,A_Kinetochores
Casp3,-0.5675101777479061,0.018472043397049137,0.16066751968032894,0.58982373327575,0.15039492269817664,-0.9771983685900711,0.4745029442185504,0.45661841945137843,0.365352259480469,-0.8900728109100202,0.7971377459749552,-0.5610839240945704,-0.09246865773019955,-0.8908940571229722,-0.5615343871293599,-0.7973640856672158,0.3464089212468936,-0.03912075336225609,-0.35582318348434605,-0.08076151648600473,-0.08306054206456745,0.58982373327575,0.006101352611495513,0.3464281991516608,-0.10562219146356924,0.15386035242146706,0.5139277447247788,-0.13184660292676195,0.3924263704593624,0.3078029569692994,0.2952134566273873,0.013442822782116254,0.8974847449925665,0.9759670662587261,0.9512414269345465,0.3405603790376134,0.5720825636187594,0.5720825636187594,0.5555593900645854,-0.5598942581822351,-0.6038587958021109,0.6079896266570586,0.6079896266570586,0.9790618501782873,0.1521226352068152,0.2253996038467685
Casp2,-0.49005328596802844,0.0125,0.18698412698412697,0.7979030144167758,0.14666666666666667,-0.5,0.3,0.3855855855855856,0.2631388745482705,-0.4,0.3,-0.5847071052953405,-0.0641025641025641,-0.4,-0.7,-0.3,0.2822222222222222,-0.014285714285714285,-0.2845161290322581,-0.09333333333333334,-0.06,0.7979030144167758,0.04583333333333333,0.2,-0.05641025641025641,0,0.395,-0.17995391705069125,0.2925233644859813,0.2,0.26937799043062205,-0.08896797153024912,0.7,0.5,0.6,0.4109510606163071,0.888532564184738,0.888532564184738,0.9866414149156716,-0.8676535313686756,-0.8748629744255206,0.8919836655451517,0.8919836655451517,0.5,0.1,0.23038763892653832
BIM,-0.5538054398431758,0.021269738962294553,0.18907104575275552,0.8902912691088121,0.1637454355764215,-0.6,0.38404558404558403,0.4421176470588235,0.3179808352324208,-0.5,0.4,-0.5487526055810352,-0.08514862528581786,-0.5,-0.797153024911032,-0.4,0.3339147689993439,-0.016475495307612095,-0.3388006514737757,-0.1048695652173913,-0.08753623188405797,0.8902912691088121,0.04411444411444411,0.27876106194690264,-0.07618137411065094,0.1,0.46972804972804977,-0.17706702654071074,0.3585040276179517,0.268503937007874,0.30659235056698064,-0.05258421526752173,0.7984158415841585,0.6,0.7,0.4297268320558695,0.8698380636819921,0.8698380636819921,0.86525027296781,-0.7314239672845594,-0.8461298923717024,0.9775516277977422,0.9775516277977422,0.6,0.14074074074074075,0.25118260201972487
BIK,-0.5538054398431758,0.021269738962294553,0.18907104575275552,0.8902912691088121,0.1637454355764215,-0.6,0.38404558404558403,0.4421176470588235,0.3179808352324208,-0.5,0.4,-0.5487526055810352,-0.08514862528581786,-0.5,-0.797153024911032,-0.4,0.3339147689993439,-0.016475495307612095,-0.3388006514737757,-0.1048695652173913,-0.08753623188405797,0.8902912691088121,0.04411444411444411,0.27876106194690264,-0.07618137411065094,0.1,0.46972804972804977,-0.17706702654071074,0.3585040276179517,0.268503937007874,0.30659235056698064,-0.05258421526752173,0.7984158415841585,0.6,0.7,0.4297268320558695,0.8698380636819921,0.8698380636819921,0.86525027296781,-0.7314239672845594,-0.8461298923717024,0.9775516277977422,0.9775516277977422,0.6,0.14074074074074075,0.25118260201972487
BID,-0.5177792242231383,0.02151872542933995,0.16562089181026823,0.48318073420568136,0.15377777777777776,-0.6,0.3772357723577236,0.41934523809523816,0.30181031064111036,-0.5,0.4,-0.5011154258936106,-0.08195707227965292,-0.5,-0.3949685534591195,-0.4,0.3151990493166964,-0.015098722415795584,-0.3208237986270023,-0.09371480998599642,-0.08203389830508474,0.48318073420568136,0.035868586858685866,0.27176470588235296,-0.07346437346437347,0.1,0.45070600632244473,-0.15085180391240183,0.3424871087660391,0.2595959595959596,0.28575681151031546,-0.028744510071179775,0.7967010309278351,0.6,0.7,0.32032478632478634,0.44926084536281385,0.44926084536281385,0.4398357119511929,-0.4903665290182144,-0.5145942154539789,0.5621557670571925,0.5621557670571925,0.6,0.13599999999999998,0.22821748544998774
BCLXL,0.5658820340954912,-0.020793119923554704,-0.21304950385276347,-0.8929664171869547,-0.17891241178912412,0.6,-0.3895522388059701,-0.4554486640429659,-0.331947472160154,0.5,-0.4,0.5610184995872995,0.08867040050147855,0.5,0.7983402489626557,0.4,-0.34767633875914133,0.01931364724660814,0.3522078265468006,0.11731191357157353,0.09737373737373738,-0.8929664171869547,-0.053176861071597914,-0.28471337579617834,0.07936928040028968,-0.1,-0.4784268714868906,0.20403963987016635,-0.36963815542014594,-0.2766081871345029,-0.3230847080255035,0.08278834332488356,-0.7990883190883191,-0.6,-0.7,-0.45190111648594017,-0.976090933190563,-0.976090933190563,-0.9723938687458282,0.8428996076774806,0.9550527465598975,-0.9823463298507102,-0.9823463298507102,-0.6,-0.15151515151515152,-0.2720134538020181
BCL2,0.5658820340954912,-0.020793119923554704,-0.21304950385276347,-0.8929664171869547,-0.17891241178912412,0.6,-0.3895522388059701,-0.4554486640429659,-0.331947472160154,0.5,-0.4,0.5610184995872995,0.08867040050147855,0.5,0.7983402489626557,0.4,-0.34767633875914133,0.01931364724660814,0.3522078265468006,0.11731191357157353,0.09737373737373738,-0.8929664171869547,-0.053176861071597914,-0.28471337579617834,0.07936928040028968,-0.1,-0.4784268714868906,0.20403963987016635,-0.36963815542014594,-0.2766081871345029,-0.3230847080255035,0.08278834332488356,-0.7990883190883191,-0.6,-0.7,-0.45190111648594017,-0.976090933190563,-0.976090933190563,-0.9723938687458282,0.8429114304506141,0.8550441504104977,-0.9823463298507102,-0.9823463298507102,-0.6,-0.15151515151515152,-0.2720134538020181
BAX,-0.5467653787564121,0.024009146885278648,0.16886044850251036,0.5621557670571925,0.15875113479376354,-0.7,0.42961672473867596,0.4454395713154621,0.3380910763658141,-0.6,0.5,-0.5325729385554001,-0.09178465848654947,-0.6,-0.48318073420568136,-0.5,0.3398116290796863,-0.021652120474048013,-0.3468928775743707,-0.09350383952186139,-0.09371480998599642,0.5621557670571925,0.028257289587264135,0.3151990493166964,-0.0878408627415776,0.13599999999999998,0.48836834398478235,-0.15049808991543365,0.3768453975360926,0.29254393647457233,0.29943335857219794,-0.01363221467719424,0.8885033214643029,0.7,0.7973399833748961,0.32817379770884864,0.5040945653937496,0.5040945653937496,0.4906389248025985,-0.5247927585264112,-0.5570025924173296,0.5244327764779182,0.5244327764779182,0.7,0.15377777777777776,0.23612591417007098
BAK,-0.5467653787564121,0.024009146885278648,0.16886044850251036,0.5621557670571925,0.15875113479376354,-0.7,0.42961672473867596,0.4454395713154621,0.3380910763658141,-0.6,0.5,-0.5325729385554001,-0.09178465848654947,-0.6,-0.48318073420568136,-0.5,0.3398116290796863,-0.021652120474048013,-0.3468928775743707,-0.09350383952186139,-0.09371480998599642,0.5621557670571925,0.028257289587264135,0.3151990493166964,-0.0878408627415776,0.13599999999999998,0.48836834398478235,-0.15049808991543365,0.3768453975360926,0.29254393647457233,0.29943335857219794,-0.01363221467719424,0.8885033214643029,0.7,0.7973399833748961,0.32817379770884864,0.5040945653937496,0.5040945653937496,0.4906389248025985,-0.5247927585264112,-0.5570025924173296,0.5244327764779182,0.5244327764779182,0.7,0.15377777777777776,0.23612591417007098
BAD,-0.49202279202279203,0.011428571428571429,0.19523809523809524,0.7983402489626557,0.15151515151515152,-0.5,0.3,0.3883211678832117,0.2660310734463277,-0.4,0.3,-0.4865892758430072,-0.0644808743169399,-0.4,-0.7,-0.3,0.28471337579617834,-0.014285714285714285,-0.28688524590163933,-0.09737373737373738,-0.06,0.7983402489626557,0.04912280701754386,0.2,-0.05792349726775956,0,0.3960591133004926,-0.1886033982594281,0.29365079365079366,0.2,0.2739837398373984,-0.10031620553359684,0.7,0.5,0.6,0.41794414735591207,0.889620855133321,0.889620855133321,0.8878485477527329,-0.9703568234760824,-0.9769776970628147,0.8929664171869547,0.8929664171869547,0.5,0.1,0.23642023346303503
ATR,0.40193779679633146,-0.12210041435213766,-0.21525992615381245,-0.22345991175206348,-0.2904644728481969,0.19774149659863943,-0.41001053287409694,-0.38786260355043006,-0.3791061248199169,0.15733333333333333,-0.1,0.26837388373977716,0.07307284043542578,0.15733333333333333,0.21872050303520885,0.1,-0.3900574770916774,-0.18683016451561502,0.3961517959333953,0.14970243524140586,0.15220997899517774,-0.22345991175206348,-0.08910419662813508,-0.38931787474800245,-0.08347983660232375,-0.19353693427739133,-0.5174747209744981,0.20479533528722343,-0.5328751735812411,-0.36170001707526256,-0.44463386188958687,0.023048141097219324,-0.23497178850873537,-0.19774149659863943,-0.22596347542302792,0.21704165560550986,-0.2028183530935778,-0.2028183530935778,-0.11896933395090488,0.1749613725476959,0.19467449157741773,-0.22495750748811588,-0.22495750748811588,-0.20314869441713101,-0.2922604937230514,-0.2831976522896965
A_Kinetochores,0.2545467692846072,-0.06598527024914971,-0.28836718109491616,-0.3862007735554545,-0.20356220746557466,0.35714362641623226,-0.3287411563484998,-0.3087696328762367,-0.029414772654517772,0.2899280575539568,-0.2,0.35744960901962003,-0.15750603161938606,0.29014084507042254,0.37899815030805517,0.2,-0.3194292203805787,-0.09117812712454035,0.1634965872050922,0.05257805792403891,0.05376615121248703,-0.3862007735554545,-0.21130425484453044,-0.31740309041014736,-0.14779808698230754,-0.2040134990252612,-0.27593552611074873,0.20300238612677957,-0.24074362833611337,-0.20290620764773343,-0.2740019864112118,0.1254228305656132,-0.40996443479394673,-0.3568464865569779,-0.39959542138418325,-0.14490972416475467,-0.3558979414954542,-0.3558979414954542,-0.32014268459913453,0.33767987045167736,0.3728011093637183,-0.39008097298308997,-0.39008097298308997,-0.3625029523905928,-0.20420003251103053,-0.11519244856272792
