Source,YAP,WT1,Wee1,UbcH10,TRIO,TAZ,Stress_Fibers,SMAC,Rac1,PTEN_c,Plk1,pAPC,PAK1,N_bcatenin,Mst1_2,miR_29c,Merlin,MCL_1,Lats1_2,IQGAP1_LeadingE,IAPs,Horizontal_Pol,FoxM1,FocalAdhesions,Fast_Migration,Emi1,Ecadherin_mRNA_H,DR4_5,Cyto_C,CyclinB,CyclinA_mRNA,CyclinA,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,ApicalBasal_Pol,AMOT
Cdc25C,-0.1761194029850746,-0.1,-0.3417169615326822,0.05911483611472209,-0.1,-0.1,-0.1709090909090909,0.22109986824581168,-0.24342951242223246,0,0.35369850630471494,0.3343820081673861,-0.21272846487992786,-0.23911958661360705,0,-0.1,0.1673469387755102,-0.19829894765571932,0.1,-0.2228078250863061,-0.21907544285663536,-0.1709090909090909,0.36314127011395303,-0.22187683284457477,-0.1737704918032787,-0.3992742697097375,0.1,0,0.22109986824581168,0.06148564310098351,0.3623398913978824,-0.02440169538325237,0.5089082781248563,-0.19693746178101895,0.4096410381211257,0.3623398913978824,0.326575553197946,-0.0020454975019602714,0.24903614620923484,0.23911958661360705,0.2548537890398247,-0.3527918629953911,0.19189970847999666,0.19189970847999666,0.10470688129146861,-0.1762601992047683,-0.2062638246219281,0.22224638198073313,0.22224638198073313,0.2494000086493509,0.1,0.1
Cdc25B,-0.05,0,-0.35353810778812955,0.22802324664229728,0,0,-0.05,0.12316397102435928,-0.11118656796481066,0,0.4685518152037419,0.3574531294660971,-0.08538461538461539,-0.11063425875123452,0,0,0.05,-0.23119370359610053,0,-0.086986301369863,-0.11998920476524082,-0.05,0.47734129699481587,-0.086986301369863,-0.05,-0.4168722470636309,0,0,0.12316397102435928,0.2862613176937191,0.4736296358237751,0.07713473430047571,0.5259492218205174,-0.21703376305867045,0.5269508556281058,0.4736296358237751,0.44052474331206415,-0.025882318329750603,0.13171130329560346,0.11063425875123452,0.12709901646048563,-0.3765646600786917,0.1142935964131128,0.1142935964131128,0.04503463280426302,-0.07589664434324703,-0.09150945325423984,0.12467866312425453,0.12467866312425453,0.11382143975734796,0,0
Cdc25A,0.15862068965517243,0.1,-0.3695682095122451,0.2704745684084474,0.1,0.1,0.152,-0.14324814821057757,0.17417191770061252,0,0.4908880997873699,0.383928519487747,0.16687370600414078,0.17152867008424938,0,0.1,-0.14782608695652172,-0.2201326030446736,-0.1,0.17687309644670052,0.1439363822925887,0.152,0.49565712505684034,0.1761025641025641,0.15555555555555556,-0.4397680030368309,-0.1,0,-0.14324814821057757,0.20379911561770073,0.4937976449459927,0.19830238730180413,0.34830014808361326,-0.35838920554281195,0.45047494583407266,0.4937976449459927,0.363736401458761,0.0423154634023106,-0.16185267590792518,-0.17152867008424938,-0.17185624060290272,-0.29854206977016695,-0.10793807976564655,-0.10793807976564655,-0.14501541655939404,0.14746220203939694,0.15562585388502229,-0.14336434191061684,-0.14336434191061684,-0.18108944490817086,-0.1,-0.1
Cdc20,0.179746835443038,0.1,0.4121625856107577,-0.02943689688193311,0.1,0.1,0.1761194029850746,-0.26055019648311534,0.260158029916306,0,-0.42958237044513564,-0.13221864284332846,0.22522167913837104,0.2574466269997687,0,0.1,-0.1737704918032787,0.29858141308392233,-0.1,0.23245128071433227,0.2562233719940634,0.1761194029850746,-0.43472264407886996,0.23187161537445516,0.1780821917808219,0.4830492772214551,-0.1,0,-0.26055019648311534,-0.36497028145737936,-0.43062967411406106,-0.13021701521733092,-0.49260976133400886,0.2909010901419096,-0.4919400907939725,-0.43062967411406106,-0.4020353516860406,0.10264360466054179,-0.27951132089225356,-0.2574466269997687,-0.27822757938072107,0.44542737343842054,-0.24235389535994406,-0.24235389535994406,-0.12597585130495842,0.21914085152802093,0.24484060688122025,-0.2629241911853012,-0.2629241911853012,-0.2657774250337286,-0.1,-0.1
Casp9,-0.7,-0.6,-0.5847374393892926,0.02685713039543331,-0.6,-0.6,-0.7,0.5747936988421061,-0.8940129394835538,0.5,0.4400400215392275,0.35263417023939947,-0.798314014752371,-0.8906983236143322,0.5,-0.6,0.7,-0.5994725292166954,0.6,-0.7992300288739173,-0.5248159639452676,-0.7,0.2770346341601556,-0.7991845056065239,-0.7,-0.3890130645993002,0.6,0,0.5747936988421061,0.013915155787525973,0.2735302328979068,-0.08003231058780937,0.5157927729958138,-0.16769392769392769,0.394143114551604,0.2735302328979068,0.2985890773637454,-0.006767942029299537,0.8467471782287495,0.8895233705362923,0.9766536248175586,0.3496785117373463,0.5821268387887787,0.5821268387887787,0.5689416807892103,-0.581797449145134,-0.6229192496593013,0.6118752502357058,0.6118752502357058,0.8911690184520824,0.6,0.6
Casp8,-0.7,-0.6,-0.6016481344813058,0.026928827334786003,-0.6,-0.6,-0.7,0.6879097906582292,-0.8949091267545516,0.5,0.4447873979566664,0.3548249659862351,-0.7985828166519043,-0.8923371348903265,0.5,-0.6,0.7,-0.6257680584899546,0.6,-0.7993271656854499,-0.632799091997219,-0.7,0.27916228147683736,-0.799290780141844,-0.7,-0.3924611247486001,0.6,0,0.6879097906582292,0.01423118857936979,0.2748650861348659,-0.08024482268251823,0.5231352180104473,-0.16897888884935403,0.39736455741191823,0.2748650861348659,0.3003011600147612,-0.007334600353431845,0.8540922340371836,0.8915367232908746,0.9805874959178063,0.39053495697209656,0.6029860187681437,0.6029860187681437,0.6920773651646911,-0.6073566845897741,-0.6474541006111485,0.7306272036597595,0.7306272036597595,0.992955383575775,0.6,0.6
Casp3,-0.79958180867747,-0.7,-0.5908599300671289,0.025734464151086232,-0.7,-0.7,-0.7991845056065239,0.6118752502357058,-0.9864530071250538,0.6,0.44209480677621904,0.35765563747852586,-0.8940129394835538,-0.9792026499431332,0.6,-0.7,0.798314014752371,-0.6127466947578877,0.7,-0.8969868175397968,-0.5747936988421061,-0.7993973634651601,0.2774681153410355,-0.8968183785828627,-0.7993808049535603,-0.39217051512755147,0.7,0,0.6118752502357058,0.010428081625807887,0.2770346341601556,-0.08300375237298684,0.5218181503688221,-0.16635941361768739,0.3975844100981627,0.2770346341601556,0.29878995064382685,-0.0033728803009044754,0.9084598064810547,0.9766536248175586,0.95487824472928,0.36016351972681904,0.6048725394839854,0.6048725394839854,0.5922318701526268,-0.5958985047205846,-0.6397647643755385,0.6385623248329627,0.6385623248329627,0.9795992051467971,0.7,0.7
Casp2,-0.3,-0.2,-0.49135135135135133,0.0125,-0.2,-0.2,-0.3,0.7979030144167758,-0.5,0.1,0.38269230769230766,0.26284667713239146,-0.4,-0.5,0.1,-0.2,0.3,-0.5865707913046373,0.2,-0.4,-0.7,-0.3,0.24795918367346942,-0.4,-0.3,-0.29207920792079206,0.2,0,0.7979030144167758,0.04353741496598639,0.18333333333333335,-0.05170068027210885,0.395,-0.1875609756097561,0.2923809523809524,0.18333333333333335,0.26619718309859153,-0.09416342412451362,0.7,0.5,0.6,0.4122968726910057,0.8884664568875096,0.8884664568875096,0.986557599571352,-0.8685682578952006,-0.875600663472049,0.891957269340596,0.891957269340596,0.5,0.2,0.2
BIM,-0.4,-0.3,-0.5593406593406594,0.022167487684729065,-0.3,-0.3,-0.4,0.8902494716115397,-0.6,0.2,0.43448300917964494,0.31531879072872676,-0.5,-0.6,0.2,-0.3,0.4,-0.5582727227562909,0.3,-0.5,-0.797153024911032,-0.4,0.28085120153856113,-0.5,-0.4,-0.35653603727048505,0.3,0,0.8902494716115397,0.04167321545514079,0.2400728597449909,-0.06515752993068682,0.4695371385799085,-0.19423015463283919,0.3575425942047009,0.2400728597449909,0.30236213062300016,-0.06299214183346483,0.7984158415841585,0.6,0.7,0.43758200953723303,0.8711253787550646,0.8711253787550646,0.8668702741951411,-0.7363863990109769,-0.8500085746917202,0.978205097602031,0.978205097602031,0.6,0.3,0.3
BIK,-0.4,-0.3,-0.5593406593406594,0.022167487684729065,-0.3,-0.3,-0.4,0.8902494716115397,-0.6,0.2,0.43448300917964494,0.31531879072872676,-0.5,-0.6,0.2,-0.3,0.4,-0.5582727227562909,0.3,-0.5,-0.797153024911032,-0.4,0.28085120153856113,-0.5,-0.4,-0.35653603727048505,0.3,0,0.8902494716115397,0.04167321545514079,0.2400728597449909,-0.06515752993068682,0.4695371385799085,-0.19423015463283919,0.3575425942047009,0.2400728597449909,0.30236213062300016,-0.06299214183346483,0.7984158415841585,0.6,0.7,0.43758200953723303,0.8711253787550646,0.8711253787550646,0.8668702741951411,-0.7363863990109769,-0.8500085746917202,0.978205097602031,0.978205097602031,0.6,0.3,0.3
BID,-0.4,-0.3,-0.5253930100842659,0.022552910052910054,-0.3,-0.3,-0.4,0.4830401240356602,-0.6,0.2,0.4079604210839564,0.29773244565835894,-0.5,-0.6,0.2,-0.3,0.4,-0.5127379298383016,0.3,-0.5,-0.3949685534591195,-0.4,0.25608666004536096,-0.5,-0.4,-0.33825665859564163,0.3,0,0.4830401240356602,0.03358778625954199,0.22577639751552797,-0.06083653800503251,0.4501923076923077,-0.1700098674331803,0.34026666666666666,0.22577639751552797,0.2813456400291474,-0.03971143107247427,0.7967010309278351,0.6,0.7,0.3146085552865214,0.45133322249552743,0.45133322249552743,0.44242329227323623,-0.49765705810844485,-0.5206031679927896,0.5631643476381447,0.5631643476381447,0.6,0.3,0.3
BCLXL,0.4,0.3,0.5701618624297274,-0.021498015873015874,0.3,0.3,0.4,-0.8929475174268994,0.6,-0.2,-0.44915888456549935,-0.3301662452591656,0.5,0.6,-0.2,0.3,-0.4,0.5681088411942509,-0.3,0.5,0.7983402489626557,0.4,-0.30073430169840193,0.5,0.4,0.36833333333333335,-0.3,0,-0.8929475174268994,-0.050518567039411086,-0.2529457364341085,0.07000713645819098,-0.4783375943131508,0.2192024665455569,-0.3691259448525498,-0.2529457364341085,-0.3187274725274725,0.09197330322650016,-0.7990883190883191,-0.6,-0.7,-0.457667111403087,-0.9768107876729484,-0.9768107876729484,-0.9732985569776778,0.8464793416064724,0.9578472743237196,-0.9827129758490741,-0.9827129758490741,-0.6,-0.3,-0.3
BCL2,0.4,0.3,0.5701618624297274,-0.021498015873015874,0.3,0.3,0.4,-0.8929475174268994,0.6,-0.2,-0.44915888456549935,-0.3301662452591656,0.5,0.6,-0.2,0.3,-0.4,0.5681088411942509,-0.3,0.5,0.7983402489626557,0.4,-0.30073430169840193,0.5,0.4,0.36833333333333335,-0.3,0,-0.8929475174268994,-0.050518567039411086,-0.2529457364341085,0.07000713645819098,-0.4783375943131508,0.2192024665455569,-0.3691259448525498,-0.2529457364341085,-0.3187274725274725,0.09197330322650016,-0.7990883190883191,-0.6,-0.7,-0.457667111403087,-0.9768107876729484,-0.9768107876729484,-0.9732985569776778,0.846490993607137,0.8578387527855875,-0.9827129758490741,-0.9827129758490741,-0.6,-0.3,-0.3
BAX,-0.5,-0.4,-0.5595858930136108,0.026868306962872755,-0.4,-0.4,-0.5,0.5631643476381447,-0.7,0.3,0.4308463791910162,0.3316610170869304,-0.6,-0.7,0.3,-0.4,0.5,-0.5559010270376425,0.4,-0.6,-0.4830401240356602,-0.5,0.2752355962155737,-0.6,-0.5,-0.37192249400711297,0.4,0,0.5631643476381447,0.027590861605518407,0.25608666004536096,-0.07030536017593321,0.48891181988742966,-0.1766449385232277,0.3754018018018018,0.25608666004536096,0.2964081740150093,-0.02825512039286262,0.8884435931622006,0.7,0.7973399833748961,0.3287519815813421,0.5116016788713663,0.5116016788713663,0.49967943818917593,-0.53929640237074,-0.5699751486691181,0.5297562758892658,0.5297562758892658,0.7,0.4,0.4
BAK,-0.5,-0.4,-0.5595858930136108,0.026868306962872755,-0.4,-0.4,-0.5,0.5631643476381447,-0.7,0.3,0.4308463791910162,0.3316610170869304,-0.6,-0.7,0.3,-0.4,0.5,-0.5559010270376425,0.4,-0.6,-0.4830401240356602,-0.5,0.2752355962155737,-0.6,-0.5,-0.37192249400711297,0.4,0,0.5631643476381447,0.027590861605518407,0.25608666004536096,-0.07030536017593321,0.48891181988742966,-0.1766449385232277,0.3754018018018018,0.25608666004536096,0.2964081740150093,-0.02825512039286262,0.8884435931622006,0.7,0.7973399833748961,0.3287519815813421,0.5116016788713663,0.5116016788713663,0.49967943818917593,-0.53929640237074,-0.5699751486691181,0.5297562758892658,0.5297562758892658,0.7,0.4,0.4
BAD,-0.3,-0.2,-0.4930835734870317,0.011428571428571429,-0.2,-0.2,-0.3,0.7983402489626557,-0.5,0.1,0.3859922178988327,0.2657857142857143,-0.4,-0.5,0.1,-0.2,0.3,-0.4880215049497093,0.2,-0.4,-0.7,-0.3,0.2529457364341085,-0.4,-0.3,-0.29333333333333333,0.2,0,0.7983402489626557,0.047126436781609195,0.18666666666666668,-0.054022988505747126,0.3960591133004926,-0.19508481948673334,0.2935483870967742,0.18666666666666668,0.2712,-0.10454674623472578,0.7,0.5,0.6,0.4188680351906159,0.8895714363986658,0.8895714363986658,0.8877856004691159,-0.9710556120905703,-0.9775534934943755,0.8929475174268994,0.8929475174268994,0.5,0.2,0.2
ApicalBasal_Pol,-0.9,-0.8,0.3918917007945057,-0.27229392614012565,-0.8,-0.9,-0.8,-0.06766338324441509,-0.8923790399694014,0.7,-0.5133948037654542,-0.38955490456794284,-0.7979345955249569,-0.8690030429625045,0.9,-0.8,0.7,0.2771415067087645,0.8,-0.8993803253292022,0.0605088452231559,-1,-0.541295083552182,-0.8993282955499581,-0.9,0.4552695938690386,0.9,0,-0.06766338324441509,-0.35263800600909595,-0.5219325729592512,-0.10188059009423493,-0.4603357294517849,0.25563968735003534,-0.46727470553320494,-0.5219325729592512,-0.4895919917681256,0.049219518807514094,-0.06248180415504263,-0.036049382716049384,-0.05162315320785267,0.4197938340212997,-0.07470900411469249,-0.07470900411469249,-0.011084342907251242,0.027445023441212007,0.035562712456002676,-0.07216362389899555,-0.07216362389899555,-0.036483516483516484,0.9,0.7
AMOT,-0.9,-0.8,0.37214359349258086,-0.25896217296829793,-0.8,-0.8,-0.7,-0.06596678583610034,-0.7850902875123469,0.7,-0.4913094626579964,-0.37495206330014796,-0.6958762886597938,-0.6465810101651003,0.7,-0.8,0.6,0.261756924017872,0.6,-0.798750650702759,0.05968287986865006,-0.9,-0.512143850443889,-0.7986516853932584,-0.8,0.4358767023683545,0.9,0,-0.06596678583610034,-0.32435054918484857,-0.4974692942308713,-0.08982791153869703,-0.4421766800226045,0.23909301644940412,-0.44684128466885076,-0.4974692942308713,-0.4660427423268098,0.043373355915584735,-0.06184551087481236,-0.036049382716049384,-0.05143399810066477,0.4000315208637112,-0.07166330095699504,-0.07166330095699504,-0.010749917433438517,0.026215094739968674,0.03448874597779315,-0.0696675062907475,-0.0696675062907475,-0.036483516483516484,0.8,0.5
