network_name,p_s_type,p_s_formula,l_max,network_p_s
Comb_C_PS,dominant,influence_weighted,7,13.6795249070274
Comb_C_PS,top30,state_based,7,-2.0
Comb_C_PS,top30,influence_weighted,7,13.6795249070274
Comb_C_PS,top60,state_based,7,-0.001664176393710254
Comb_C_PS,top60,influence_weighted,7,9.172874460570405
Comb_C_RS,dominant,state_based,7,2.0
Comb_C_RS,dominant,influence_weighted,7,17.428571428571427
Comb_C_RS,top30,state_based,7,2.0
Comb_C_RS,top30,influence_weighted,7,17.428571428571427
Comb_C_RS,top60,state_based,7,0.008586277020411042
Comb_C_RS,top60,influence_weighted,7,17.428571428571427
Comb_E_AS,dominant,state_based,7,2.0
Comb_E_AS,dominant,influence_weighted,7,24.068027210884352
Comb_E_AS,top30,state_based,7,2.0
Comb_E_AS,top30,influence_weighted,7,24.068027210884352
Comb_E_AS,top60,state_based,7,0.012950787009364433
Comb_E_AS,top60,influence_weighted,7,13.471984445057258
Comb_E_C,dominant,state_based,7,2.0
Comb_E_C,dominant,influence_weighted,7,23.295329670329668
Comb_E_C,top30,state_based,7,2.0
Comb_E_C,top30,influence_weighted,7,23.295329670329668
Comb_E_C,top60,state_based,7,0.02575543221968314
Comb_E_C,top60,influence_weighted,7,23.295329670329668
Comb_E_C_AS_RS,dominant,state_based,7,0.9793103448275862
Comb_E_C_AS_RS,dominant,influence_weighted,7,20.4220695813705
Comb_E_C_AS_RS,top30,state_based,7,0.012230453407406194
Comb_E_C_AS_RS,top30,influence_weighted,7,16.67254212792914
Comb_E_C_AS_RS,top60,state_based,7,0.004538298925021504
Comb_E_C_AS_RS,top60,influence_weighted,7,15.588212248509711
Comb_E_E,dominant,state_based,7,-2.0
Comb_E_E,dominant,influence_weighted,7,17.5
Comb_E_E,top30,state_based,7,-2.0
Comb_E_E,top30,influence_weighted,7,17.5
Comb_E_E,top60,state_based,7,-2.0
Comb_E_E,top60,influence_weighted,7,17.5
Comb_E_M,dominant,state_based,7,-2.0
Comb_E_M,dominant,influence_weighted,7,21.833333333333336
Comb_E_M,top30,state_based,7,-2.0
Comb_E_M,top30,influence_weighted,7,21.833333333333336
Comb_E_M,top60,state_based,7,-0.0038897151355678796
Comb_E_M,top60,influence_weighted,7,21.833333333333336
Comb_E_PS,dominant,state_based,7,-1.5294117647058822
Comb_E_PS,dominant,influence_weighted,7,11.85304380292822
Comb_E_PS,top30,state_based,7,-1.5294117647058822
Comb_E_PS,top30,influence_weighted,7,11.85304380292822
Comb_E_PS,top60,state_based,7,-0.004972285944080623
Comb_E_PS,top60,influence_weighted,7,10.160902067568186
Comb_E_PS_RS_AS_C_M,dominant,state_based,7,0.20156774916013437
Comb_E_PS_RS_AS_C_M,dominant,influence_weighted,7,12.579811063991741
Comb_E_PS_RS_AS_C_M,top30,state_based,7,0.03274863695764862
Comb_E_PS_RS_AS_C_M,top30,influence_weighted,7,20.213065522586295
Comb_E_PS_RS_AS_C_M,top60,state_based,7,-0.0070805084230004325
Comb_E_PS_RS_AS_C_M,top60,influence_weighted,7,18.58924791970314
Comb_E_RS,dominant,state_based,7,-1.3333333333333333
Comb_E_RS,dominant,influence_weighted,7,12.833981665353138
Comb_E_RS,top30,state_based,7,-1.333333333333333
Comb_E_RS,top30,influence_weighted,7,12.833981665353138
Comb_E_RS,top60,state_based,7,0.3607128971165543
Comb_E_RS,top60,influence_weighted,7,12.337225608827355
Comb_M_M,dominant,state_based,7,-2.0
Comb_M_M,dominant,influence_weighted,7,5.75
Comb_M_M,top30,state_based,7,-2.0
Comb_M_M,top30,influence_weighted,7,5.75
Comb_M_M,top60,state_based,7,-2.0
Comb_M_M,top60,influence_weighted,7,5.75
Comb_M_PS,dominant,state_based,7,-0.9090909090909091
Comb_M_PS,dominant,influence_weighted,7,7.3584492454931425
Comb_M_PS,top30,state_based,7,0.25782145782145743
Comb_M_PS,top30,influence_weighted,7,8.268897355941254
Comb_M_PS,top60,state_based,7,0.05013634315262172
Comb_M_PS,top60,influence_weighted,7,8.223861152206755
Comb_M_RS,dominant,state_based,7,1.0
Comb_M_RS,dominant,influence_weighted,7,7.303571428571427
Comb_M_RS,top30,state_based,7,0.002500568310979964
Comb_M_RS,top30,influence_weighted,7,7.303571428571427
Comb_M_RS,top60,state_based,7,0.002666590205298955
Comb_M_RS,top60,influence_weighted,7,8.559940933593301
Comb_PS_PS,dominant,state_based,7,1.3333333333333333
Comb_PS_PS,dominant,influence_weighted,7,10.130124765264817
Comb_PS_PS,top30,state_based,7,1.3333333333333333
Comb_PS_PS,top30,influence_weighted,7,10.130124765264817
Comb_PS_PS,top60,state_based,7,0.012370822961454336
Comb_PS_PS,top60,influence_weighted,7,10.130124765264815
Comb_PS_RS,dominant,state_based,7,-2.0
Comb_PS_RS,dominant,influence_weighted,7,15.28354405338996
Comb_PS_RS,top30,state_based,7,-2.0
Comb_PS_RS,top30,influence_weighted,7,15.28354405338996
Comb_PS_RS,top60,state_based,7,-0.010978072986463383
Comb_PS_RS,top60,influence_weighted,7,12.64261746740716
Comb_RS_RS,dominant,state_based,7,-2.0
Comb_RS_RS,dominant,influence_weighted,7,12.38095238095238
Comb_RS_RS,top30,state_based,7,-2.0
Comb_RS_RS,top30,influence_weighted,7,12.38095238095238
Comb_RS_RS,top60,state_based,7,-2.0
Comb_RS_RS,top60,influence_weighted,7,12.38095238095238
Single_AS,dominant,state_based,7,2.0
Single_AS,dominant,influence_weighted,7,22.833333333333332
Single_AS,top30,state_based,7,2.0
Single_AS,top30,influence_weighted,7,22.833333333333332
Single_AS,top60,state_based,7,0.007798604460254493
Single_AS,top60,influence_weighted,7,22.83333333333333
Single_C,dominant,state_based,7,-2.0
Single_C,dominant,influence_weighted,7,11.428571428571427
Single_C,top30,state_based,7,-2.0
Single_C,top30,influence_weighted,7,11.428571428571427
Single_C,top60,state_based,7,-2.0
Single_C,top60,influence_weighted,7,11.428571428571427
Single_E,dominant,state_based,7,-2.0
Single_E,dominant,influence_weighted,7,17.5
Single_E,top30,state_based,7,-2.0
Single_E,top30,influence_weighted,7,17.5
Single_E,top60,state_based,7,-2.0
Single_E,top60,influence_weighted,7,17.5
Single_M,dominant,state_based,7,2.0
Single_M,dominant,influence_weighted,7,5.75
Single_M,top30,state_based,7,2.0
Single_M,top30,influence_weighted,7,5.750000000000001
Single_M,top60,state_based,7,2.0
Single_M,top60,influence_weighted,7,5.750000000000001
Single_PS,dominant,state_based,7,-1.3333333333333333
Single_PS,dominant,influence_weighted,7,10.130124765264817
Single_PS,top30,state_based,7,-1.3333333333333333
Single_PS,top30,influence_weighted,7,10.130124765264817
Single_PS,top60,state_based,7,-0.0005879493006795252
Single_PS,top60,influence_weighted,7,10.130124765264817
Single_RS,dominant,state_based,7,2.0
Single_RS,dominant,influence_weighted,7,12.38095238095238
Single_RS,top30,state_based,7,2.0
Single_RS,top30,influence_weighted,7,12.38095238095238
Single_RS,top60,state_based,7,2.0
Single_RS,top60,influence_weighted,7,12.38095238095238
